company_names,cars_names,engines,horsepower,total_speed,performance0__100_km_h,cars_prices,fuel_types,seats,torque,engine_cc,battery_capacity_kwh
TOYOTA,PROACE VERSO ELECTRIC,ELECTRIC MOTOR,136.0,130.0,13.5,55000.0,Electric,7,280.0,,75.0
TOYOTA,CENTURY SUV,"3.5L,V6,PLUG IN HYBRID",406.0,200.0,6.0,170000.0,Petrol,5,500.0,3456.0,
TOYOTA,COROLLA SEDAN HYBRID,"1.8L,HYBRID",134.0,180.0,10.0,24000.0,Hybrid,5,300.0,1798.0,
TOYOTA,BZ3,ELECTRIC MOTOR,241.0,160.0,7.5,35000.0,Electric,5,340.0,,65.0
TOYOTA,GR YARIS,"1.6L,TURBOCHARGED INLINE-3",268.0,230.0,5.5,45000.0,Petrol,4,390.0,1618.0,
HYUNDAI,SANTA FE,1.6L PETROL + PLUG IN HYBRID SYSTEM,253.0,180.0,9.3,50000.0,Petrol/Hybrid,7,420.0,1600.0,
HYUNDAI,IONIQ 5,ELECTRIC MOTOR,225.0,185.0,7.4,41000.0,Electric,5,350.0,,72.6
HYUNDAI,Santa Cruz,2.5L Turbocharged Inline-4,281.0,215.0,6.5,40799.0,Petrol,5,400.0,2500.0,
HYUNDAI,Kona,1.6L PETROL ,147.0,185.0,10.5,20500.0,Petrol/EV,5,400.0,1591.0,
HYUNDAI,Elantra,2.0L Inline-4,147.0,210.0,8.3,19950.0,Petrol/Hybrid,5,250.0,2000.0,
Nissan,Urvan,2.5L Turbo Diese,,140.0,14.0,28000.0,Diesel,15,356.0,,
HYUNDAI,IONIQ 6,Electric Motor,320.0,185.0,5.2,41450.0,Electric,5,350.0,,53.6
HYUNDAI,Tucson,2.5L Inline-4,187.0,180.0,6.1,30500.0,Petrol/Hybrid,5,400.0,2500.0,
HYUNDAI,Palisade,3.8L V6,291.0,240.0,6.3,52000.0,Petrol,7,355.0,3800.0,
HYUNDAI,Sonata,2.5L Inline-4,191.0,240.0,8.0,25000.0,Petrol/Hybrid,5,250.0,2500.0,
HYUNDAI,Accent,1.6L Inline-4,120.0,180.0,9.8,15000.0,Petrol,5,151.0,1600.0,
HYUNDAI,Venue,1.6L Inline-4,121.0,180.0,9.5,18000.0,Petrol,5,240.0,1600.0,
HYUNDAI,KONA Electric,Electric Motor,200.0,200.0,6.1,40000.0,Electric,5,395.0,,39.2
HYUNDAI,Veloster,2.0L Inline-4,275.0,220.0,6.0,25000.0,Petrol,4,264.0,2000.0,
HYUNDAI,NEXO,Electric Motor,161.0,180.0,7.8,38000.0,Hydrogen,5,400.0,,1.56
HYUNDAI,Ioniq,1.6L Inline-4,139.0,160.0,8.5,18000.0,Hybrid/Electric,5,295.0,1600.0,
HYUNDAI,Genesis,3.8L V6,291.0,240.0,6.3,52000.0,Petrol,5,400.0,3800.0,
HYUNDAI,Azera,3.3L V6,278.0,240.0,6.5,55000.0,Petrol,5,250.0,3300.0,
HYUNDAI,Equus,3.3L V6,278.0,240.0,6.5,55000.0,Petrol,5,400.0,3300.0,
HYUNDAI,Tiburon,2.0L Inline-4,160.0,200.0,8.2,19000.0,Petrol,4,320.0,2000.0,
HYUNDAI,Elantra GT,1.6L Turbo GDI 4-cylinder,160.0,200.0,8.3,22000.0,Petrol,5,320.0,2000.0,
Volkswagen,Golf,1.5L Turbo I4,215.0,,8.5,23000.0,Petrol,5,250.0,1498.0,
Volkswagen,Passat,2.0L Turbo I4,215.0,210.0,7.8,25000.0,Petrol,5,250.0,1984.0,
Volkswagen,Tiguan,2.0L Turbo I4,190.0,209.0,8.5,28505.0,"Petrol, Hybrid",7,300.0,1984.0,
Volkswagen,Jetta,1.5L Turbo I4,189.0,210.0,7.7,21995.0,Petrol,5,250.0,1498.0,
Volkswagen,Polo,1.0L Turbo I3,140.0,,9.5,18000.0,Petrol,5,175.0,999.0,
Volkswagen,Arteon,2.0L Turbo I4,215.0,250.0,5.6,46000.0,Petrol,5,350.0,1984.0,
Volkswagen,ID.4,Electric,251.5,160.0,7.8,39735.0,Electric,5,310.0,,77.0
Volkswagen,Up!,Electric,82.0,160.0,13.0,15000.0,Petrol,4,95.0,,32.3
Volkswagen,Touareg,3.0L V6 Turbo Diesel,365.5,,5.9,55000.0,"Petrol, Diesel",5,600.0,2967.0,
Volkswagen,Scirocco,2.0L Turbo I4,202.5,233.0,6.0,35000.0,Petrol,4,350.0,1984.0,
Volkswagen,Beetle,2.0L Turbo I4,157.5,205.0,7.0,20000.0,Petrol,4,240.0,1984.0,
Volkswagen,Amarok,3.0L V6 Turbo Diesel,210.5,180.0,7.9,40000.0,Diesel,5,550.0,2967.0,
Volkswagen,T-Roc,2.0L Turbo I4,207.5,205.0,7.2,30000.0,Petrol,5,320.0,1984.0,
Volkswagen,Sharan,2.0L Turbo I4,185.0,200.0,9.3,33000.0,"Petrol, Diesel",7,280.0,1984.0,
Volkswagen,Caddy,1.5L Turbo I4,126.0,185.0,10.5,28000.0,"Petrol, Diesel",7,250.0,1498.0,
Nissan,NV1500,4.0L V6,261.0,160.0,9.5,33000.0,Petrol,12,385.0,3954.0,
Volkswagen,Taigo,1.5L Turbo I4,122.5,183.0,10.0,24000.0,Petrol,5,200.0,1498.0,
Volkswagen,California,2.0L Turbo I4,177.0,180.0,13.0,70000.0,Diesel,7,340.0,1984.0,
Volkswagen,ID.3,Electric,204.0,160.0,7.3,35000.0,Electric,5,310.0,,58.0
Volkswagen,ID. Buzz,Electric,204.0,145.0,10.2,59995.0,Electric,7,310.0,,77.0
Volkswagen,Golf GTI,2.0L Turbo I4,245.0,250.0,5.9,31965.0,Petrol,5,350.0,1984.0,
Volkswagen,Golf R,2.0L Turbo I4,315.0,250.0,4.6,44640.0,Petrol,5,420.0,1984.0,
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,215.0,220.0,7.8,36000.0,Diesel,5,400.0,1968.0,
Volkswagen,Polo GTI,2.0L Turbo I4,204.0,238.0,6.7,28000.0,Petrol,5,320.0,1984.0,
Volkswagen,Up! GTI,1.0L Turbo I3,115.0,196.0,8.8,20000.0,Petrol,4,200.0,999.0,
Volkswagen,T-Cross,1.0L Turbo I3,122.5,,10.2,25000.0,Petrol,5,250.0,999.0,
Volkswagen,ID.5,Electric,236.5,180.0,8.4,45000.0,Electric,5,310.0,,77.0
Volkswagen,ID. Buzz Cargo,Electric,204.0,145.0,10.2,55000.0,Electric,3,310.0,,77.0
Volkswagen,Touareg R,Plug-in Hybrid V6,462.0,250.0,5.1,70000.0,Hybrid,5,700.0,2995.0,
Volkswagen,Multivan,Plug-in Hybrid,184.0,,9.4,50000.0,"Petrol, Hybrid",7,350.0,1395.0,
Volkswagen,Polo BlueMotion,1.2L Diesel I3,85.0,190.0,10.5,22000.0,Diesel,5,250.0,1199.0,
Volkswagen,Golf Sportsvan,1.5L Turbo I4,140.0,210.0,8.9,30000.0,Petrol,5,250.0,1498.0,
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,173.5,210.0,7.1,35000.0,Petrol,5,350.0,1968.0,
Volkswagen,Scirocco R,2.0L Turbo I4,280.0,250.0,5.5,40000.0,Petrol,4,350.0,1984.0,
Volkswagen,Tiguan Allspace,2.0L Turbo I4,207.0,215.0,7.6,35000.0,Petrol,7,320.0,1984.0,
Volkswagen,Arteon 4MOTION,2.0L Turbo I4,255.0,250.0,5.6,48000.0,Petrol,5,350.0,1984.0,
Volkswagen,ID.4 GTX,Electric AWD,299.0,180.0,6.2,50000.0,Electric,5,460.0,,77.0
Volkswagen,ID.3 Pro,Electric,204.0,160.0,7.3,35000.0,Electric,5,310.0,,58.0
Volkswagen,Golf Variant,1.5L Turbo I4,140.0,,7.5,32000.0,Petrol,5,320.0,1498.0,
Volkswagen,Crafter,2.0L Turbo Diesel I4,139.5,160.0,13.0,40000.0,Diesel,3,410.0,1968.0,
Volkswagen,Lupo,1.4L I3 Gas,67.5,,14.3,15000.0,Petrol,4,120.0,1390.0,
Volkswagen,Corrado,2.9L VR6,190.0,235.0,6.4,25000.0,Petrol,4,245.0,2861.0,
Volkswagen,Phaeton,3.0L V6 Diesel,345.0,,6.1,85000.0,Petrol,5,560.0,2967.0,
Volkswagen,Golf Cabriolet,1.2L I4 Turbo,157.5,,8.4,30000.0,Petrol,4,200.0,1197.0,
Volkswagen,Santana,1.5L I4 Gas,110.0,190.0,12.9,15000.0,Petrol,5,145.0,1498.0,
Volkswagen,Polo Vivo,1.4L I4 Gas,95.0,,10.8,14000.0,Petrol,5,132.0,1390.0,
Volkswagen,Karmann Ghia,1.2L I4 Gas,47.0,138.0,23.0,25000.0,Petrol,2,106.0,1192.0,
Volkswagen,Fox,1.2L I4 Gas,65.0,,17.5,12000.0,Petrol,5,93.0,1198.0,
Volkswagen,Vento,1.6L I4 Gas,107.5,,11.7,18000.0,Petrol,5,153.0,1598.0,
Volkswagen,Golf Electric,Electric,136.0,140.0,10.4,33000.0,Electric,5,290.0,,35.8
Volkswagen,Bora,1.6L I4 Gas,125.0,,9.4,20000.0,Petrol,5,220.0,1598.0,
Volkswagen,Teramont,2.0L I4 Turbo,255.5,,8.6,32000.0,Petrol,7,350.0,1984.0,
Volkswagen,Taos,1.5L I4 Turbo,158.0,193.0,8.4,24000.0,Petrol,5,250.0,1498.0,
Volkswagen,Up! Cabriolet,1.0L I3 Turbo,98.5,160.0,12.4,18000.0,Petrol,4,95.0,999.0,
Volkswagen,T-Roc Cabriolet,1.0L I3 Turbo,132.5,,9.6,35000.0,Petrol,4,250.0,999.0,
Volkswagen,Passat CC,2.0L I4 Turbo,240.0,240.0,7.3,40000.0,Petrol,5,280.0,1984.0,
Volkswagen,Transporter,2.0L I4 Turbo Diesel,153.0,180.0,12.2,35000.0,Diesel,9,340.0,1968.0,
Volkswagen,Amarok V6,3.0L V6 Turbo Diesel,231.0,191.0,7.9,45000.0,Diesel,5,580.0,2967.0,
Volkswagen,ID.2,Electric,,160.0,8.0,25000.0,Electric,5,220.0,,50.0
Volkswagen,Polo TDI,1.4L I4 Diesel,90.0,,9.9,20000.0,Diesel,5,250.0,1390.0,
Volkswagen,Golf GTE,Plug-in Hybrid (1.4L I4 Turbo),204.0,222.0,7.6,40000.0,Hybrid,5,350.0,1395.0,
Volkswagen,Touareg V8,4.0L V8 Turbo Diesel,421.0,250.0,4.9,70000.0,Petrol,5,770.0,3956.0,
Volkswagen,Beetle Dune,1.4L I4 Turbo,150.0,200.0,7.5,30000.0,Petrol,4,250.0,1395.0,
Volkswagen,Passat B8,1.5L I4 Turbo,215.0,,8.7,28000.0,Petrol,5,250.0,1498.0,
Volkswagen,ID.4 Pro S,Electric,201.0,180.0,7.8,45000.0,Electric,5,310.0,,77.0
Volkswagen,Golf Country,1.8L I4 Gas,98.0,165.0,12.0,25000.0,Petrol,5,170.0,1781.0,
Volkswagen,Jetta GLI,2.0L I4 Turbo,228.0,250.0,6.5,31000.0,Petrol,5,350.0,1984.0,
Volkswagen,Arteon Shooting Brake,2.0L I4 Turbo,235.0,250.0,5.6,50000.0,Petrol,5,420.0,1984.0,
Volkswagen,T-Cross R-Line,1.0L I3 Turbo,132.5,,8.5,27000.0,Petrol,5,250.0,999.0,
Volkswagen,Golf R32,3.2L VR6,240.0,250.0,6.2,40000.0,Petrol,5,320.0,3189.0,
Volkswagen,Passat B7,1.6L Diesel,180.0,,8.5,26000.0,Petrol,5,280.0,1598.0,
Volkswagen,Scirocco 16V,1.8L I4 Gas,137.0,220.0,7.1,35000.0,Petrol,4,230.0,1781.0,
Volkswagen,Polo BlueMotion,1.2L Diesel I3,85.0,190.0,10.5,20000.0,Diesel,5,210.0,1199.0,
Volkswagen,Golf Variant GTD,2.0L Diesel I4,184.0,230.0,7.5,38000.0,Diesel,5,380.0,1968.0,
Volkswagen,Polo GTI R5,1.6L Turbocharged Rally Engine,272.0,200.0,4.1,45000.0,Petrol,5,400.0,1598.0,
Volkswagen,ID. Buzz Pro,Electric,204.0,145.0,10.2,60000.0,Electric,7,310.0,,77.0
Volkswagen,Jetta Hybrid,1.4L I4 Turbo + Electric Motor,170.0,210.0,8.6,28000.0,Hybrid,5,250.0,1395.0,
Volkswagen,Golf Variant Alltrack,2.0L Diesel I4,175.0,220.0,7.8,35000.0,Petrol,5,320.0,1968.0,
Volkswagen,Volkswagen XL1,Plug-in Hybrid (0.8L I2 Diesel),68.0,160.0,11.9,150000.0,Hybrid,2,140.0,800.0,
Volkswagen,Golf TDI,2.0L Diesel I4,167.0,220.0,8.0,28000.0,Diesel,5,350.0,1968.0,
Volkswagen,Passat Variant,1.5L I4 Turbo,195.0,,8.5,30000.0,Petrol,5,280.0,1498.0,
Volkswagen,Polo GTI Clubsport,2.0L I4 Turbo,300.0,240.0,6.7,30000.0,Petrol,5,320.0,1984.0,
Volkswagen,ID.3 GTX,Electric,299.0,180.0,6.2,45000.0,Electric,5,310.0,,77.0
Volkswagen,Arteon R-Line,2.0L I4 Turbo,235.0,250.0,5.6,50000.0,Petrol,5,420.0,1984.0,
Volkswagen,Golf TGI,1.5L I4 CNG,130.0,220.0,8.8,30000.0,Petrol,5,200.0,1498.0,
Volkswagen,Scirocco GTS,2.0L I4 Turbo,220.0,246.0,6.5,35000.0,Petrol,4,350.0,1984.0,
Volkswagen,Caddy Maxi,2.0L Diesel I4,136.0,180.0,12.0,25000.0,Diesel,7,250.0,1968.0,
Volkswagen,Volkswagen Lupo 3L,1.2L Diesel I3,61.0,165.0,14.5,20000.0,Diesel,4,140.0,1199.0,
Volkswagen,Polo Beats,1.0L I3 Turbo,95.0,187.0,9.5,22000.0,Petrol,5,175.0,999.0,
Volkswagen,Passat Hybrid,1.4L I4 Turbo + Electric Motor,215.0,210.0,7.4,32000.0,Hybrid,5,330.0,1395.0,
Volkswagen,Golf TCR,2.0L I4 Turbo,290.0,250.0,5.6,40000.0,Petrol,5,370.0,1984.0,
Volkswagen,Tiguan R-Line,2.0L I4 Turbo,210.0,250.0,4.9,45000.0,Petrol,5,420.0,1984.0,
Volkswagen,Sharan Business,2.0L Diesel I4,167.0,200.0,8.3,35000.0,Diesel,7,350.0,1968.0,
Volkswagen,ID. Buzz Cargo Pro,Electric,204.0,145.0,10.2,55000.0,Electric,2,310.0,,77.0
Volkswagen,Arteon 280 TSI,2.0L I4 Turbo,280.0,250.0,5.6,50000.0,Petrol,5,350.0,1984.0,
Volkswagen,Jetta GLI 35th,2.0L I4 Turbo,228.0,250.0,6.5,31000.0,Petrol,5,350.0,1984.0,
Volkswagen,Beetle Final Edition,2.0L I4 Turbo,174.0,205.0,7.0,25000.0,Petrol,4,250.0,1984.0,
Volkswagen,Golf Variant TDI,2.0L Diesel I4,167.0,220.0,7.8,30000.0,Diesel,5,350.0,1968.0,
Volkswagen,Golf 4MOTION,2.0L Diesel I4,167.0,250.0,4.9,40000.0,Petrol,5,400.0,1968.0,
Volkswagen,Jetta SportWagen,1.4L I4 Turbo,148.5,,8.5,27000.0,Petrol,5,250.0,1395.0,
Volkswagen,Polo GTI Plus,2.0L I4 Turbo,207.0,237.0,6.7,30000.0,Petrol,5,320.0,1984.0,
Volkswagen,Touareg V6,Gasoline,285.5,,7.5,60000.0,Petrol,5,450.0,2967.0,
Volkswagen,Tiguan eHybrid,1.4L I4 Turbo + Electric Motor,245.0,200.0,7.5,42000.0,Hybrid,5,400.0,1395.0,
Volkswagen,Up! e-up!,Electric,83.0,130.0,11.9,23000.0,Electric,4,210.0,,32.3
Volkswagen,Amarok V8,4.0L V8 Turbo Diesel,325.0,210.0,7.4,70000.0,Diesel,5,580.0,3996.0,
Volkswagen,Golf R Cabriolet,2.0L I4 Turbo,265.0,250.0,5.9,45000.0,Petrol,4,380.0,1984.0,
Volkswagen,Passat Alltrack TDI,2.0L Diesel I4,190.0,220.0,8.0,40000.0,Diesel,5,400.0,1968.0,
Volkswagen,ID. Buzz Cargo EV,Electric,204.0,145.0,10.2,55000.0,Electric,2,310.0,,77.0
Nissan,Versa,1.6L Inline-4,122.0,180.0,10.4,16700.0,Petrol,5,154.0,1598.0,
Nissan,Micra,1.0L Turbocharged Inline-3,100.0,175.0,10.8,15500.0,Petrol,5,160.0,999.0,
Nissan,Patrol Platinum,5.6L V8,400.0,210.0,7.3,77000.0,Petrol,7,560.0,5552.0,
Nissan,Qashqai,1.3L Turbocharged Inline-4,156.0,195.0,8.9,26000.0,Petrol,5,260.0,1332.0,
Nissan,Murano,3.5L V6,260.0,210.0,7.5,39000.0,Petrol,5,325.0,3498.0,
Nissan,Maxima Platinum,3.5L V6,300.0,220.0,6.2,45000.0,Petrol,5,353.0,3498.0,
Nissan,Armada,5.6L V8,400.0,210.0,6.5,51000.0,Petrol,8,560.0,5552.0,
Nissan,Kicks,1.6L Inline-4,122.0,180.0,10.7,20000.0,Petrol,5,154.0,1598.0,
Nissan,X-Trail,1.5L Turbocharged Inline-3,201.0,200.0,8.0,29000.0,Hybrid,5,305.0,1498.0,
Nissan,Z (Fairlady Z),3.0L Twin-Turbo V6,400.0,250.0,4.5,40000.0,Petrol,2,475.0,2997.0,
Nissan,Almera,1.0L Turbocharged Inline-3,100.0,185.0,10.7,14500.0,Petrol,5,160.0,999.0,
Nissan,Sylphy,1.8L Inline-4,137.0,190.0,9.6,18000.0,Petrol,5,174.0,1798.0,
Nissan,Note,1.2L Inline-3 Hybrid,109.0,170.0,11.5,16000.0,Hybrid,5,150.0,1198.0,
Nissan,Sunny,1.6L Inline-4,118.0,180.0,11.0,15000.0,Petrol,5,156.0,1598.0,
Nissan,Cube,1.8L Inline-4,122.0,175.0,10.6,14500.0,Petrol,5,171.0,1798.0,
Nissan,Juke,1.0L Turbocharged Inline-3,117.0,180.0,10.4,25000.0,Petrol,5,180.0,999.0,
Nissan,Terrano,1.5L Inline-4 Diesel,110.0,168.0,13.5,15500.0,Diesel,5,248.0,1461.0,
Nissan,Magnite,1.0L Turbocharged Inline-3,100.0,160.0,13.0,12000.0,Petrol,5,160.0,999.0,
Nissan,Xterra,4.0L V6,261.0,200.0,7.8,35000.0,Petrol,7,381.0,3954.0,
Nissan,Patrol,5.6L V8,400.0,210.0,7.3,77000.0,Petrol,7,560.0,5552.0,
Nissan,GT-R NISMO,3.8L Twin-Turbo V6,600.0,330.0,2.9,220000.0,Petrol,2,652.0,3799.0,
Nissan,370Z Roadster,3.7L V6,332.0,250.0,5.5,41820.0,Petrol,2,366.0,3696.0,
Nissan,Ariya ,Dual Electric Motors,389.0,200.0,5.1,58950.0,Electric,5,600.0,,87.0
Nissan,Patrol Royale,5.6L V8,400.0,210.0,6.6,85000.0,Petrol,7,560.0,5552.0,
Nissan,Infiniti QX80*,5.6L V8,400.0,210.0,6.5,70600.0,Petrol,7,560.0,5552.0,
Nissan,Tiida,1.6L Inline-4,126.0,190.0,10.1,14500.0,Petrol,5,154.0,1598.0,
Nissan,Pulsar,1.2L Turbocharged Inline-4,115.0,190.0,10.7,19000.0,Petrol,5,190.0,1197.0,
Nissan,Latio,1.5L Inline-4,102.0,175.0,11.5,13000.0,Petrol,5,139.0,1498.0,
Nissan,Bluebird Sylphy,2.0L Inline-4,133.0,185.0,10.5,18500.0,Petrol,5,191.0,1997.0,
Nissan,March,1.2L Inline-3,79.0,170.0,13.7,12000.0,Petrol,5,106.0,1198.0,
Nissan,Rogue Sport,2.0L Inline-4,141.0,190.0,9.8,24960.0,Petrol,5,199.0,1997.0,
Nissan,X-Trail Hybrid,2.0L Inline-4 Hybrid,179.0,180.0,9.4,28500.0,Hybrid,5,207.0,1997.0,
Nissan,Pathfinder Rock Creek,3.5L V6,284.0,190.0,7.4,42820.0,Petrol,7,351.0,3498.0,
Nissan,Armada Platinum,5.6L V8,400.0,210.0,6.5,65300.0,Petrol,8,560.0,5552.0,
Nissan,Terrano XL,1.6L Inline-4,104.0,165.0,12.5,14000.0,Petrol,5,145.0,1598.0,
Nissan,GT-R50 by Italdesign,3.8L Twin-Turbo V6,720.0,315.0,2.5,1100000.0,Petrol,2,780.0,3799.0,
Nissan,370Z NISMO,3.7L V6,350.0,250.0,5.2,45790.0,Petrol,2,374.0,3696.0,
Nissan,Ariya E-4ORCE,Dual Electric Motors,389.0,200.0,5.1,60000.0,Electric,5,600.0,,87.0
Nissan,Patrol NISMO,5.6L V8,428.0,210.0,6.5,105000.0,Petrol,7,560.0,5552.0,
Nissan,Infiniti Q60*,3.0L V6 Twin-Turbo,300.0,250.0,5.0,41750.0,Petrol,4,400.0,2997.0,
Nissan,Primera,2.0L Inline-4,140.0,200.0,9.6,20000.0,Petrol,5,190.0,1998.0,
Nissan,Skyline,3.0L V6 Twin-Turbo,400.0,250.0,5.0,50000.0,Petrol,5,475.0,2997.0,
Nissan,Cedric,2.0L Inline-6,150.0,190.0,10.5,22000.0,Petrol,5,190.0,1998.0,
Nissan,Gloria,2.5L V6,210.0,210.0,8.6,30000.0,Petrol,5,250.0,2498.0,
Nissan,Stanza,1.8L Inline-4,120.0,175.0,11.0,18500.0,Petrol,5,170.0,1796.0,
Nissan,Patrol Super Safari,4.8L Inline-6,280.0,190.0,8.2,55000.0,Petrol,7,451.0,4750.0,
Nissan,Pathfinder Hybrid,2.5L Inline-4 Hybrid,250.0,190.0,7.7,42500.0,Hybrid,7,329.0,2488.0,
Nissan,X-Terra Pro-4X,2.5L Inline-4,190.0,175.0,10.8,40000.0,Petrol,7,240.0,2498.0,
Nissan,Rogue Platinum,1.5L Turbo Inline-3,201.0,180.0,8.2,38000.0,Petrol,5,300.0,1497.0,
Nissan,Qashqai Tekna,1.3L Turbo Hybrid Inline-4,158.0,190.0,9.2,36000.0,Hybrid,5,270.0,1332.0,
Nissan,GT-R V-Spec,3.8L Twin-Turbo V6,600.0,330.0,2.8,175000.0,Petrol,2,652.0,3799.0,
Nissan,Skyline NISMO,3.0L Twin-Turbo V6,420.0,270.0,4.7,55000.0,Petrol,5,475.0,2997.0,
Nissan,Ariya Lounge Edition,Dual Electric Motors,389.0,200.0,5.1,63000.0,Electric,5,600.0,,87.0
Nissan,Patrol Titanium,5.6L V8,428.0,210.0,6.5,98000.0,Petrol,7,560.0,5552.0,
Nissan,Infiniti FX50*,5.0L V8,390.0,250.0,5.6,61750.0,Petrol,5,500.0,5026.0,
Nissan,Avenir,2.0L Inline-4,140.0,180.0,9.8,20000.0,Petrol,5,186.0,1998.0,
Nissan,Wingroad,1.8L Inline-4,125.0,175.0,10.8,18000.0,Petrol,5,168.0,1798.0,
Nissan,Presea,1.8L Inline-4,115.0,170.0,11.5,17500.0,Petrol,5,161.0,1838.0,
Nissan,Leopard,3.0L V6,210.0,200.0,8.4,32000.0,Petrol,5,265.0,2960.0,
Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,190.0,200.0,7.5,24000.0,Petrol,5,240.0,1598.0,
Nissan,Paladin,2.4L Inline-4,150.0,180.0,10.6,20000.0,Petrol,5,217.0,2438.0,
Nissan,Hardbody SUV,2.5L Inline-4,158.0,175.0,11.0,18500.0,Petrol,5,225.0,2498.0,
Nissan,Patrol Desert Edition,5.6L V8,428.0,210.0,6.5,95000.0,Petrol,7,560.0,5552.0,
Nissan,Pathfinder Armada,5.6L V8,400.0,200.0,6.5,60000.0,Petrol,7,560.0,5552.0,
Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,201.0,180.0,8.2,39000.0,Petrol,5,300.0,1497.0,
Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,600.0,330.0,2.8,185000.0,Petrol,2,652.0,3799.0,
Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,400.0,250.0,4.2,48000.0,Petrol,2,475.0,2997.0,
Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,276.0,250.0,5.6,70000.0,Petrol,4,392.0,2568.0,
Nissan,Ariya Premiere,Dual Electric Motors,389.0,200.0,5.1,67000.0,Electric,5,600.0,,87.0
Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,268.0,230.0,6.5,50000.0,Petrol,5,380.0,1997.0,
Nissan,NV350 Caravan,2.5L Inline-4 Diesel,129.0,155.0,12.5,28000.0,Diesel,8,356.0,2488.0,
Nissan,Navara,2.3L Inline-4 Diesel,190.0,180.0,10.2,32000.0,Diesel,5,450.0,2298.0,
Nissan,Titan XD,5.6L V8,400.0,195.0,6.9,55000.0,Petrol,6,560.0,5552.0,
Nissan,Evalia,1.5L Inline-4 Diesel,85.0,140.0,15.0,25000.0,Diesel,7,200.0,1461.0,
Nissan,Cabstar,2.5L Inline-4 Diesel,130.0,145.0,14.8,27000.0,Diesel,3,350.0,2488.0,
Nissan,Cherry,1.4L Inline-4,67.0,145.0,14.0,14000.0,Petrol,5,110.0,1397.0,
Nissan,Laurel,2.8L Inline-6 Diesel,94.0,160.0,12.5,22000.0,Diesel,5,184.0,2825.0,
Nissan,Silvia,2.0L Turbo Inline-4,247.0,235.0,5.9,45000.0,Petrol,4,275.0,1998.0,
Nissan,NX Coupe,2.0L Inline-4,140.0,200.0,9.0,22000.0,Petrol,4,180.0,1998.0,
Nissan,AD Wagon,1.5L Inline-4,105.0,165.0,12.3,16000.0,Petrol,5,150.0,1498.0,
Nissan,Patrol Super Safari Y61,4.8L Inline-6,280.0,190.0,8.2,58000.0,Petrol,7,451.0,4750.0,
Nissan,Pathfinder Rock Creek Edition,3.5L V6,284.0,195.0,7.2,44000.0,Petrol,7,351.0,3498.0,
Nissan,Terrano II,2.7L Inline-4 Diesel,125.0,160.0,12.9,28000.0,Diesel,5,278.0,2664.0,
Nissan,Murano CrossCabriolet,3.5L V6,260.0,195.0,7.6,47000.0,Petrol,4,325.0,3498.0,
Nissan,X-Trail Tekna,1.5L Turbo Hybrid,204.0,190.0,8.0,43000.0,Hybrid,5,305.0,1497.0,
Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,500.0,320.0,3.0,600000.0,Hybrid,2,650.0,3000.0,
Nissan,Skyline 400R,3.0L Twin-Turbo V6,400.0,250.0,4.5,70000.0,Petrol,5,475.0,2997.0,
Nissan,Infiniti G37*,3.7L V6,328.0,250.0,5.5,42000.0,Petrol,5,365.0,3696.0,
Nissan,Patrol Black Edition,5.6L V8,400.0,200.0,6.5,85000.0,Petrol,7,560.0,5552.0,
Nissan,Ariya Empower+,Dual Electric Motors,389.0,200.0,5.1,68000.0,Electric,5,600.0,,87.0
Nissan,Datsun 510 (Classic),1.6L Inline-4,96.0,175.0,10.2,25000.0,Petrol,4,135.0,1595.0,
Nissan,200SX,2.0L Turbo Inline-4,200.0,240.0,7.2,30000.0,Petrol,4,265.0,1998.0,
Nissan,300ZX,3.0L Twin-Turbo V6,300.0,250.0,5.9,50000.0,Petrol,4,384.0,2960.0,
Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,550.0,354.0,3.3,1000000.0,Petrol,2,637.0,3495.0,
Nissan,Figaro,1.0L Turbo Inline-4,76.0,170.0,12.8,20000.0,Petrol,4,103.0,987.0,
Nissan,Hardbody Truck,2.4L Inline-4,134.0,160.0,10.6,25000.0,Petrol,5,206.0,2389.0,
Nissan,Atlas,3.0L Inline-4 Diesel,130.0,130.0,18.0,35000.0,Diesel,3,300.0,2999.0,
Nissan,Clipper,660cc Inline-3,48.0,110.0,18.5,10000.0,Petrol,4,62.0,659.0,
Nissan,NV200,2.0L Inline-4,131.0,140.0,14.0,28000.0,Petrol,7,188.0,1998.0,
Nissan,Violet,1.8L Inline-4,85.0,155.0,13.8,18000.0,Petrol,5,130.0,1770.0,
Nissan,Bluebird Z,2.0L Inline-4,140.0,190.0,11.0,23000.0,Petrol,5,180.0,1998.0,
Nissan,Stanza Wagon,2.4L Inline-4,138.0,160.0,12.0,22000.0,Petrol,7,205.0,2389.0,
Nissan,180SX,2.0L Turbo Inline-4,205.0,240.0,6.8,35000.0,Petrol,4,275.0,1998.0,
